churned,account_length,area_code,intl_plan,number_customer_service_calls,number_vmail_messages,phone_number,state,total_day_calls,total_day_charge,total_day_minutes,total_eve_calls,total_eve_charge,total_eve_minutes,total_intl_calls,total_intl_charge,total_intl_minutes,total_night_calls,total_night_charge,voice_mail_plan,total_night_minutes,_dmIndex_,_PartInd_,M_FILTER
0,78,415,no,0,0,332-6934,TN,119,25.45,149.7,115,15.49,182.2,8,2.62,9.7,126,11.77,no,261.5,1000197,2,0
1,208,510,no,2,0,378-3625,TX,67,55.51,326.5,113,14.99,176.3,6,2.89,10.7,102,8.18,no,181.7,1000198,1,0
1,131,510,yes,4,26,353-7292,ME,101,49.79,292.9,97,16.97,199.7,7,3.73,13.8,127,11.49,yes,255.3,1000199,1,0
0,63,408,no,0,0,399-6786,DC,64,14.11,83,106,15.05,177,3,3.51,13,89,11.06,no,245.7,1000200,0,0
0,53,415,no,3,24,358-3261,MN,146,24.77,145.7,136,18.74,220.5,5,3.54,13.1,96,11.25,yes,249.9,1000201,0,0
0,62,408,no,2,0,377-9932,DE,101,30.99,182.3,93,27.9,328.2,1,3.02,11.2,131,11.03,no,245,1000202,1,0
0,97,415,no,3,0,397-4030,MD,86,37.06,218,94,15.64,184,8,1.73,6.4,110,10.82,no,240.5,1000203,0,0
0,105,510,no,2,0,367-1062,MI,109,23.9,140.6,51,15.18,178.6,3,1.84,6.8,83,9.76,no,217,1000204,2,0
0,157,415,no,1,0,341-8467,WA,105,25.96,152.7,80,21.89,257.5,4,2.54,9.4,93,8.91,no,198.1,1000205,1,0
0,66,415,no,1,36,339-9453,MO,76,18.14,106.7,77,17.83,209.8,2,3.27,12.1,117,8.57,yes,190.4,1000206,1,0
0,122,415,no,2,0,344-3388,IN,98,41.45,243.8,72,7.13,83.9,8,3.7,13.7,84,8.09,no,179.8,1000207,1,0
0,38,415,no,3,0,375-8013,OR,94,33.05,194.4,95,15.87,186.7,5,2.92,10.8,90,10.05,no,223.3,1000208,1,0
0,106,510,no,3,0,408-4142,MD,95,36.36,213.9,70,12.91,151.9,5,3.29,12.2,124,11.7,no,260.1,1000209,1,0
0,99,510,no,3,0,386-3671,RI,112,36.92,217.2,89,20.97,246.7,7,4.27,15.8,89,10.17,no,226.1,1000210,0,0
0,99,415,no,1,0,411-2284,LA,72,40.99,241.1,98,13.23,155.6,10,3.13,11.6,109,8.47,no,188.2,1000211,0,0
0,144,510,yes,0,0,346-7795,AZ,100,34.6,203.5,103,21.05,247.6,11,3.21,11.9,94,8.74,no,194.3,1000212,0,0
0,82,415,no,1,24,333-5609,PA,131,26.38,155.2,106,20.78,244.5,3,2.89,10.7,68,5.51,yes,122.4,1000213,1,0
0,86,408,no,1,31,405-1842,AZ,139,28.49,167.6,118,9.61,113,6,3.29,12.2,121,11.11,yes,246.9,1000214,1,0
1,70,510,yes,2,0,366-6345,FL,98,38.54,226.7,115,19.39,228.1,4,4.75,17.6,93,3.29,no,73.2,1000215,2,0
0,93,415,no,3,0,337-9345,LA,93,30.48,179.3,98,15.18,178.6,6,3.11,11.5,131,10.13,no,225.2,1000216,1,0
0,93,415,no,0,0,328-6770,FL,89,25.74,151.4,76,15.84,186.4,3,2.94,10.9,120,7.76,no,172.5,1000217,1,0
0,120,415,no,3,0,380-7321,FL,80,30.6,180,82,19.06,224.2,7,1.27,4.7,91,11.94,no,265.4,1000218,1,0
1,136,415,no,1,0,375-1476,MD,121,42.53,250.2,118,22.7,267.1,2,3.51,13,114,6.8,no,151,1000219,1,0
0,106,415,no,0,0,356-1567,AL,121,37.91,223,98,9.36,110.1,12,1.92,7.1,107,8.49,no,188.7,1000220,2,0
0,81,415,no,3,0,422-6685,WA,116,31.21,183.6,98,12.97,152.6,6,3.29,12.2,99,9.55,no,212.2,1000221,0,0
0,127,408,no,1,22,336-1090,TN,114,28.22,166,103,14.83,174.5,6,2.75,10.2,68,11.02,yes,244.9,1000222,0,0
0,65,415,no,1,0,343-2095,MS,112,23.14,136.1,96,23.2,272.9,2,1.19,4.4,104,9.91,no,220.2,1000223,1,0
0,35,408,no,2,0,345-3934,ME,113,25.38,149.3,122,20.59,242.2,6,2.4,8.9,104,7.84,no,174.3,1000224,1,0
0,88,408,no,2,0,338-8050,OK,97,11.12,65.4,76,14.3,168.2,1,3.73,13.8,113,10.62,no,236,1000225,1,0
0,65,415,no,1,0,388-9568,IN,111,36.28,213.4,94,19.93,234.5,4,0.73,2.7,123,11.25,no,250.1,1000226,2,0
0,123,415,no,3,0,402-6591,MO,85,35.17,206.9,78,20.8,244.7,2,2.08,7.7,136,9.97,no,221.5,1000227,0,0
0,126,408,no,2,27,403-6419,IA,78,31.65,186.2,83,16.12,189.6,3,2.59,9.6,139,3.44,yes,76.5,1000228,1,0
0,104,415,no,4,23,386-9790,VA,136,47.63,280.2,92,18.74,220.5,3,3.59,13.3,102,6.16,yes,136.9,1000229,1,0
0,45,415,no,0,22,378-5692,KY,84,33.42,196.6,92,26.62,313.2,3,3.21,11.9,108,7.35,yes,163.3,1000230,1,0
1,93,408,yes,0,0,360-3324,MD,109,53.04,312,100,11,129.4,2,2.84,10.5,74,9.79,no,217.6,1000231,1,0
0,63,415,yes,1,36,410-3719,OH,110,33.83,199,111,24.76,291.3,6,2.97,11,92,8.89,yes,197.6,1000232,0,0
0,100,415,no,3,0,352-4221,OK,96,34.53,203.1,126,18.45,217,2,3.65,13.5,122,8.14,no,180.9,1000233,2,0
0,53,415,no,0,0,327-6179,NV,97,28.7,168.8,87,18.73,220.3,2,2.94,10.9,113,6.94,no,154.3,1000234,1,0
0,92,415,yes,1,0,359-6196,ID,140,29.43,173.1,105,20.43,240.3,5,2.43,9,117,10.49,no,233.2,1000235,1,0
1,139,510,no,5,0,374-9107,MN,106,22.85,134.4,98,17.96,211.3,2,2.75,10.2,125,8.71,no,193.6,1000236,2,0
0,110,408,no,2,40,357-4078,SD,103,34.44,202.6,128,10.1,118.8,9,2.43,9,98,10.57,yes,234.9,1000237,1,0
0,110,408,no,3,0,366-5780,IL,117,12.67,74.5,98,17.07,200.8,7,2.65,9.8,101,8.65,no,192.2,1000238,1,0
0,215,510,no,0,0,393-9619,WY,148,14.21,83.6,91,10.28,120.9,9,2.89,10.7,110,10.2,no,226.6,1000239,1,0
0,73,415,no,1,0,355-9295,AL,86,32.67,192.2,116,14.33,168.6,6,2.54,9.4,87,6.29,no,139.8,1000240,0,0
0,138,510,no,0,0,400-5751,NJ,89,37.43,220.2,125,7.51,88.3,5,3.48,12.9,79,8.79,no,195.3,1000241,0,0
1,137,415,yes,2,0,338-1027,NV,95,22.97,135.1,102,11.4,134.1,2,3.32,12.3,81,10.04,no,223.1,1000242,1,0
0,36,415,no,1,0,405-8867,IN,77,43.08,253.4,151,15.5,182.4,2,2.27,8.4,103,12.41,no,275.8,1000243,1,0
0,85,408,no,3,0,336-5616,WV,81,38.25,225,63,15.04,176.9,2,1.92,7.1,110,8.74,no,194.3,1000244,1,0
1,108,408,no,0,0,335-1697,VA,99,33.75,198.5,60,22.76,267.8,3,2.54,9.4,75,15.97,no,354.9,1000245,0,0
0,22,408,no,0,0,331-5138,SC,107,18.75,110.3,93,14.15,166.5,5,2.57,9.5,96,9.1,no,202.3,1000246,1,0
0,107,415,no,0,37,385-8240,RI,102,10.2,60,80,8.69,102.2,3,3,11.1,106,11.78,yes,261.8,1000247,0,0
0,51,510,no,0,0,348-1359,IN,94,36.52,214.8,58,12.72,149.7,5,2.75,10.2,66,12.75,no,283.4,1000248,1,0
0,94,408,no,4,0,354-7339,AZ,85,30.91,181.8,98,17.2,202.4,2,2.48,9.2,97,11.07,no,245.9,1000249,1,0
0,119,510,no,2,23,349-1687,NM,114,26.18,154,137,23.63,278,4,3.19,11.8,112,10.28,yes,228.4,1000250,0,0
1,33,415,no,4,29,380-2558,OR,99,26.76,157.4,80,10.02,117.9,11,3.75,13.9,79,12.56,yes,279.2,1000251,1,0
0,106,415,no,4,0,365-2153,NJ,91,35.34,207.9,109,14.62,172,7,3.89,14.4,143,8.63,no,191.8,1000252,1,0
0,82,408,no,3,0,345-6043,MS,90,35.19,207,83,19.8,232.9,8,2.46,9.1,108,7.76,no,172.4,1000253,0,0
0,86,510,no,0,41,349-2808,MI,101,20.23,119,134,19.55,230,3,2.57,9.5,58,10.66,yes,236.9,1000254,1,0
0,97,415,yes,0,0,411-1715,TX,117,24.43,143.7,82,23.21,273,3,2.94,10.9,81,8.02,no,178.3,1000255,0,0
0,106,408,no,4,32,385-2488,FL,126,28.2,165.9,93,18.4,216.5,8,3.81,14.1,86,7.79,yes,173.1,1000256,0,0
0,108,510,no,1,0,377-7177,DC,122,23.56,138.6,117,14.65,172.3,3,2.65,9.8,92,10.42,no,231.6,1000257,0,0
0,114,415,no,1,0,342-1099,TX,118,14.4,84.7,86,21.24,249.9,8,3.92,14.5,95,8.7,no,193.4,1000258,0,0
1,92,408,yes,1,0,386-4170,KS,111,10.64,62.6,126,15.35,180.6,2,2.81,10.4,80,9.98,no,221.7,1000259,1,0
0,59,510,no,1,0,413-1269,UT,79,26.38,155.2,123,20,235.3,4,2.35,8.7,80,7.62,no,169.4,1000260,1,0
0,24,510,no,1,25,396-4460,MN,110,28.03,164.9,105,17.79,209.3,9,1.81,6.7,55,10.4,yes,231.2,1000261,0,0
0,151,408,no,1,0,334-2730,IL,88,22.87,134.5,112,12.16,143.1,1,4.16,15.4,61,10.08,no,223.9,1000262,1,0
0,117,415,no,1,0,340-3182,NM,103,24.36,143.3,108,17.96,211.3,3,3.11,11.5,96,8.33,no,185.2,1000263,1,0
0,78,510,no,1,0,377-8608,SC,110,28.61,168.3,73,18.8,221.2,1,3.38,12.5,136,10.85,no,241,1000264,0,0
0,155,408,no,2,0,417-3676,NC,55,44.61,262.4,113,16.54,194.6,6,2.24,8.3,85,6.59,no,146.5,1000265,1,0
0,114,510,no,1,30,417-6774,WV,79,35.05,206.2,91,22.1,260,6,3.08,11.4,83,13.12,yes,291.6,1000266,0,0
0,114,510,no,4,28,411-9554,RI,94,38.39,225.8,117,16.41,193,9,2.27,8.4,100,10.46,yes,232.4,1000267,1,0
0,119,408,no,3,0,420-3192,NH,89,23.51,138.3,78,14.49,170.5,6,3.65,13.5,98,11.88,no,263.9,1000268,1,0
0,64,510,no,0,48,389-1475,MO,104,16.05,94.4,101,11.58,136.2,4,1.22,4.5,89,6.63,yes,147.4,1000269,1,0
0,118,408,yes,2,0,343-7734,MA,123,27.2,160,96,14.91,175.4,3,2.67,9.9,99,8.32,no,184.8,1000270,1,0
0,101,415,no,0,0,410-3390,PA,105,35.12,206.6,117,19.12,224.9,3,3.94,14.6,100,11.25,no,249.9,1000271,1,0
0,117,415,no,1,0,344-6495,OK,121,22.9,134.7,83,15.3,180,3,2.08,7.7,104,9.04,no,200.9,1000272,1,0
0,49,415,no,3,28,331-6229,AL,78,36.45,214.4,100,19.99,235.2,13,2.16,8,107,9.28,yes,206.2,1000273,1,0
0,139,415,no,3,0,337-7501,WY,104,32.78,192.8,96,19.92,234.4,3,3.51,13,101,9.14,no,203.2,1000274,1,0
0,92,408,no,1,28,339-9631,PA,90,25.69,151.1,79,16.56,194.8,3,2.7,10,114,10.76,yes,239.2,1000275,1,0
0,83,415,no,3,0,369-4384,WA,103,37.64,221.4,103,19.7,231.8,5,2.65,9.8,100,5.51,no,122.5,1000276,1,0
0,148,510,yes,0,0,416-3915,HI,88,37.21,218.9,85,17.68,208,4,3,11.1,99,9.15,no,203.3,1000277,2,0
1,144,408,no,2,48,339-3049,SD,96,32.27,189.8,67,10.49,123.4,2,1.76,6.5,106,9.64,yes,214.2,1000278,0,0
0,131,415,no,2,25,361-7998,AL,85,32.76,192.7,105,19.2,225.9,6,2.94,10.9,59,11.44,yes,254.2,1000279,1,0
0,146,510,yes,3,0,355-4842,VT,135,34.75,204.4,90,18.62,219.1,6,2.84,10.5,114,10.02,no,222.7,1000280,0,0
0,143,415,no,2,0,387-6440,MT,97,29.29,172.3,108,14.79,174,4,3.51,13,119,8.47,no,188.2,1000281,0,0
0,81,415,no,2,0,369-2625,MN,93,33.73,198.4,108,17.93,210.9,6,2.81,10.4,71,8.7,no,193.3,1000282,1,0
0,48,415,no,1,37,389-7073,AK,115,35.99,211.7,84,13.59,159.9,1,3.29,12.2,80,6.48,yes,144.1,1000283,1,0
0,86,415,no,1,28,370-8463,MI,74,37.67,221.6,100,24.51,288.4,2,2.43,9,105,10.81,yes,240.3,1000284,1,0
0,71,415,no,3,0,362-7318,DE,108,33.64,197.9,109,15.43,181.5,5,1.81,6.7,56,12.66,no,281.4,1000285,1,0
0,145,408,no,2,24,412-1194,SD,90,25.08,147.5,108,14.93,175.7,3,4.21,15.6,102,11.34,yes,252.1,1000286,2,0
0,137,510,no,2,0,355-9508,MI,122,35.09,206.4,102,10.88,128,5,2.38,8.8,84,8.75,no,194.5,1000287,0,0
0,137,408,no,2,0,352-8202,KS,88,35,205.9,86,17.79,209.3,4,3.92,14.5,84,13.05,no,289.9,1000288,0,0
0,167,510,no,0,0,335-5882,AL,88,35.29,207.6,63,11.25,132.4,5,3.81,14.1,98,11.48,no,255.2,1000289,1,0
1,89,510,no,1,0,352-6976,OK,95,51.66,303.9,114,22.18,260.9,3,1.43,5.3,89,14.04,no,312.1,1000290,1,0
0,199,415,no,0,34,393-6733,CT,121,39.2,230.6,99,18.65,219.4,2,2.16,8,94,13.47,yes,299.3,1000291,0,0
0,132,510,no,0,0,335-1838,NE,110,16.92,99.5,80,10.97,129.1,3,2.62,9.7,124,5.63,no,125.1,1000292,1,0
0,94,510,no,1,0,355-6930,WI,112,30.11,177.1,112,16.49,194,4,1.59,5.9,108,6.6,no,146.7,1000293,1,0
1,96,415,no,5,37,387-5860,CT,93,29.36,172.7,116,10.21,120.1,5,2.78,10.3,86,9.72,yes,216.1,1000294,1,0
0,96,510,no,1,18,343-2605,WI,86,29.36,172.7,113,11.34,133.4,3,2.65,9.8,70,11.68,yes,259.5,1000295,1,0
0,166,510,no,1,0,350-6759,IN,115,34.71,204.2,152,15.29,179.9,5,2.57,9.5,109,9.76,no,216.8,1000296,1,0
0,74,415,no,2,0,371-1514,DC,83,14.57,85.7,67,21.05,247.7,5,2.73,10.1,85,6.41,no,142.4,1000297,1,0
0,36,415,no,0,0,346-9317,AR,117,26.79,157.6,58,15.67,184.3,1,3.21,11.9,99,10.82,no,240.4,1000298,0,0
0,113,415,no,4,0,398-4313,ME,129,36.64,215.5,117,18.59,218.7,9,1.78,6.6,91,9.32,no,207.1,1000299,0,0
0,94,415,no,1,0,412-4399,MN,98,30.86,181.5,88,16.99,199.9,5,1.78,6.6,114,12.95,no,287.7,1000300,1,0
0,67,415,no,2,0,330-1835,MD,80,29.19,171.7,81,9.38,110.4,4,3.21,11.9,111,8.79,no,195.4,1000301,2,0
1,127,415,no,1,0,416-1676,FL,106,45.32,266.6,168,22.51,264.8,2,1.59,5.9,119,9.32,no,207.2,1000302,1,0
1,121,408,no,0,0,329-7347,RI,108,28.97,170.4,68,29.79,350.5,3,3.02,11.2,87,13.37,no,297,1000303,0,0
0,158,415,no,1,0,360-6868,IA,106,26.86,158,114,24.86,292.5,4,2.46,9.1,89,10.85,no,241.1,1000304,1,0
0,136,510,no,1,0,405-6641,AZ,117,15.64,92,77,21.56,253.6,10,2.78,10.3,90,9.63,no,214.1,1000305,1,0
0,196,415,no,2,0,393-2373,MO,109,39.78,234,114,21.21,249.5,5,2.46,9.1,70,7.79,no,173.1,1000306,1,0
1,113,415,no,1,0,419-1714,VT,111,46.26,272.1,118,22.82,268.5,10,2.3,8.5,105,9.62,no,213.8,1000307,1,0
1,122,408,no,4,0,336-3819,IN,99,50.39,296.4,89,18.26,214.8,3,3.08,11.4,107,6.03,no,133.9,1000308,0,0
0,112,510,no,0,0,341-3464,RI,101,33.05,194.4,82,16.18,190.3,2,3.08,11.4,107,8.25,no,183.4,1000309,0,0
0,209,415,no,3,0,413-5310,SD,128,38.62,227.2,92,21.96,258.4,4,2.4,8.9,74,8.26,no,183.5,1000310,1,0
1,62,415,no,1,0,366-7912,MN,109,42.28,248.7,118,18.7,220,2,3.56,13.2,78,11.96,no,265.7,1000311,0,0
0,110,415,no,1,38,399-8845,TX,102,40.17,236.3,112,16.65,195.9,6,2.62,9.7,82,8.26,yes,183.5,1000312,2,0
0,16,510,no,0,0,368-2583,VA,69,34.95,205.6,93,14.41,169.5,3,2.94,10.9,64,9.9,no,220.1,1000313,0,0
0,73,408,no,0,0,360-6309,MA,136,16,94.1,122,23.83,280.3,4,2.65,9.8,77,9.23,no,205,1000314,1,0
0,128,408,no,0,0,359-5890,ID,99,21.28,125.2,107,17.46,205.4,2,5.1,18.9,111,11.45,no,254.4,1000315,0,0
0,39,408,no,1,0,332-2462,MA,158,10.27,60.4,120,26.03,306.2,3,3.35,12.4,46,5.58,no,123.9,1000316,0,0
0,103,415,no,2,28,381-9196,GA,105,20.57,121,100,22.98,270.4,4,2.08,7.7,76,7.22,yes,160.5,1000317,0,0
0,119,415,no,3,29,329-3222,RI,66,20.03,117.8,114,21.83,256.8,3,2.05,7.6,76,6.64,yes,147.6,1000318,1,0
0,173,510,no,3,21,363-5819,ID,96,39.51,232.4,118,18.01,211.9,5,1.35,5,102,12.29,yes,273,1000319,1,0
1,128,510,yes,2,32,413-9269,SD,81,38,223.5,74,16.05,188.8,2,2.54,9.4,101,6.97,yes,154.9,1000320,1,0
0,86,510,no,0,0,330-7483,MA,79,29.97,176.3,97,22.03,259.2,3,1.67,6.2,78,12.93,no,287.4,1000321,1,0
0,114,415,no,1,32,403-7775,WY,79,21.28,125.2,105,15.11,177.8,3,3.48,12.9,89,10.46,yes,232.4,1000322,1,0
0,104,408,no,0,0,360-2479,VA,107,23.58,138.7,113,21.84,256.9,3,2.7,10,74,10.57,no,234.9,1000323,1,0
0,148,415,no,1,0,394-3791,OR,134,14.67,86.3,92,20.96,246.6,4,3.05,11.3,91,11.32,no,251.6,1000324,1,0
0,129,408,no,3,0,384-2632,VA,91,35.19,207,121,13.17,154.9,5,3.62,13.4,112,11.03,no,245.1,1000325,0,0
0,100,510,no,0,30,359-8466,ME,104,10,58.8,107,18.66,219.5,3,1.92,7.1,118,6.85,yes,152.3,1000326,0,0
0,121,408,no,1,35,331-8909,AL,95,11.68,68.7,69,17.78,209.2,4,3.08,11.4,42,8.88,yes,197.4,1000327,1,0
0,143,408,no,1,33,359-5160,GA,109,40.66,239.2,112,20.02,235.5,4,2.57,9.5,95,7.03,yes,156.3,1000328,0,0
0,76,510,no,0,0,330-9833,IA,130,33.71,198.3,86,18.45,217.1,3,3.38,12.5,96,8.48,no,188.4,1000329,0,0
0,158,510,no,0,0,362-2314,AZ,97,34.88,205.2,77,20.45,240.6,12,3.89,14.4,108,3.59,no,79.7,1000330,0,0
0,116,510,no,3,0,338-8478,FL,98,32.66,192.1,135,26.6,312.9,2,2.13,7.9,94,5.86,no,130.2,1000331,1,0
1,54,415,no,1,0,387-5453,MT,83,46.34,272.6,74,21.14,248.7,2,2.57,9.5,111,8.88,no,197.4,1000332,1,0
1,86,415,no,7,0,380-3437,AL,121,21.81,128.3,93,16.75,197.1,5,3.29,12.2,152,6.23,no,138.4,1000333,0,0
0,108,510,no,0,0,365-8779,DE,99,28.83,169.6,87,22.45,264.1,4,2.51,9.3,78,9.28,no,206.3,1000334,1,0
0,66,510,no,1,0,407-2750,MT,95,34.22,201.3,66,12.99,152.8,4,2.03,7.5,101,10.49,no,233.2,1000335,0,0
0,151,408,no,1,17,396-8265,KY,97,36.5,214.7,90,11.77,138.5,4,2.32,8.6,44,7.61,yes,169.1,1000336,1,0
0,99,510,no,0,0,397-4304,SC,70,28.76,169.2,77,23.08,271.5,2,2.86,10.6,104,7.66,no,170.2,1000337,1,0
0,55,415,no,2,0,333-2611,WA,121,33,194.1,110,15.01,176.6,7,1.89,7,136,13.63,no,302.8,1000338,0,0
0,77,510,no,2,0,409-8814,OR,104,39.75,233.8,94,22.65,266.5,3,2.05,7.6,104,9.57,no,212.7,1000339,0,0
0,78,408,no,0,0,336-5406,AK,67,38.27,225.1,127,16.93,199.2,2,3.94,14.6,102,7.9,no,175.5,1000340,1,0
1,89,415,no,1,0,343-6940,GA,63,36.21,213,71,15.01,176.6,1,2.46,9.1,126,11.82,no,262.6,1000341,1,0
0,101,415,no,1,0,361-9923,MN,115,31.26,183.9,101,21.75,255.9,11,2.92,10.8,145,12.38,no,275,1000342,0,0
0,44,415,no,0,34,350-6639,IL,105,37.71,221.8,85,13.74,161.7,7,3.78,14,62,10.25,yes,227.7,1000343,1,0
0,98,408,no,2,21,376-4300,IN,98,10.98,64.6,86,14.97,176.1,0,0,0,84,11.02,yes,244.8,1000344,1,0
0,64,510,no,1,37,349-6567,SC,92,26.28,154.6,103,7.09,83.4,3,3.59,13.3,99,7.47,yes,165.9,1000345,1,0
0,141,415,no,3,0,333-7749,VA,131,44.23,260.2,120,15.23,179.2,8,1.94,7.2,119,6.08,no,135,1000346,0,0
0,81,415,no,1,33,408-6089,WI,117,27.47,161.6,90,10.46,123,5,3.29,12.2,101,11.76,yes,261.3,1000347,0,0
0,162,510,no,1,0,375-2165,VT,117,37.5,220.6,121,13.19,155.2,11,2.84,10.5,89,8.4,no,186.7,1000348,1,0
0,83,415,no,3,41,400-6999,AZ,122,26.5,155.9,107,13.8,162.3,5,3.54,13.1,105,5.74,yes,127.6,1000349,0,0
1,100,510,no,4,0,420-7823,FL,63,18.19,107,67,8.98,105.7,3,3.46,12.8,74,10.94,no,243.1,1000350,2,0
0,59,510,no,4,0,366-5241,AK,104,31.03,182.5,95,17.4,204.7,8,3.05,11.3,100,10.35,no,229.9,1000351,1,0
0,179,415,yes,4,38,413-3412,AR,78,37.42,220.1,71,19.92,234.3,4,2.73,10.1,85,10.68,yes,237.3,1000352,0,0
0,79,408,no,1,0,406-2752,AR,112,25.87,152.2,132,15.06,177.2,3,1.43,5.3,87,4.34,no,96.4,1000353,1,0
0,117,415,no,2,0,337-8078,AK,95,30.86,181.5,88,17.43,205.1,9,3.97,14.7,82,9.18,no,204,1000354,0,0
1,64,408,yes,2,0,402-1942,MS,77,40.15,236.2,85,18.58,218.6,2,3.56,13.2,97,8.73,no,194.1,1000355,1,0
0,31,415,no,1,0,371-7917,ME,105,28.24,166.1,93,6.74,79.3,2,3.43,12.7,98,9.62,no,213.7,1000356,1,0
0,124,408,yes,1,0,343-6374,CA,89,41.58,244.6,80,16.05,188.8,4,3.05,11.3,114,9.27,no,206,1000357,2,0
0,122,408,no,2,23,385-8730,NM,85,22.81,134.2,132,19.32,227.3,2,2.3,8.5,96,5.51,yes,122.4,1000358,0,0
0,37,408,yes,1,39,393-7892,NE,122,25.45,149.7,75,17.94,211.1,4,2.48,9.2,90,5.14,yes,114.3,1000359,1,0
0,90,408,no,1,29,407-6748,SC,109,25.52,150.1,103,22.5,264.7,4,1.57,5.8,97,8.03,yes,178.4,1000360,0,0
1,159,408,yes,1,0,341-4463,CO,53,43.71,257.1,127,26.54,312.2,6,2.38,8.8,82,8.24,no,183,1000361,2,0
0,148,415,no,0,0,351-2587,DE,83,21.15,124.4,81,15.27,179.7,6,3.05,11.3,99,11.39,no,253,1000362,1,0
0,39,415,no,1,36,421-9752,OH,121,24.09,141.7,113,19.75,232.3,5,3.24,12,131,9.99,yes,222.1,1000363,1,0
0,77,408,no,2,0,356-4001,MS,87,39.1,230,138,8.77,103.2,3,3.05,11.3,136,13.93,no,309.6,1000364,0,0
0,194,408,no,0,0,328-9869,OK,88,27.59,162.3,118,18.16,213.7,2,2.94,10.9,81,8.64,no,192.1,1000365,1,0
1,154,415,no,1,0,343-5709,CO,75,59.64,350.8,94,18.4,216.5,9,2.73,10.1,100,11.43,no,253.9,1000366,0,0
0,112,415,no,4,0,334-1872,NC,96,32.86,193.3,123,22.45,264.1,3,2.46,9.1,115,5.79,no,128.6,1000367,1,0
0,45,415,no,1,0,350-1040,MD,127,13.29,78.2,108,21.54,253.4,3,4.86,18,100,11.48,no,255,1000368,1,0
0,132,415,no,1,0,369-3214,KS,110,14.18,83.4,137,19.74,232.2,5,2.05,7.6,114,6.6,no,146.7,1000369,0,0
0,128,415,no,0,0,385-6778,MA,99,33.25,195.6,120,22.76,267.8,2,4.32,16,76,7.42,no,164.9,1000370,0,0
0,135,415,no,1,0,383-7689,NC,81,34.31,201.8,114,19.13,225,6,2.78,10.3,82,9.2,no,204.4,1000371,1,0
0,56,408,no,2,0,385-5722,NM,110,33.49,197,102,18.94,222.8,6,2.86,10.6,91,10.14,no,225.3,1000372,1,0
1,151,415,yes,0,0,357-1909,CA,57,37.06,218,88,9.72,114.4,1,3.35,12.4,95,12.11,no,269.2,1000373,0,0
0,32,415,no,2,0,364-3567,NY,98,28.02,164.8,96,19.54,229.9,2,4,14.8,108,7.53,no,167.3,1000374,1,0
0,90,415,no,2,0,422-4241,AZ,77,30.46,179.2,99,17.91,210.7,6,2.48,9.2,58,12.46,no,276.9,1000375,1,0
0,87,415,no,0,21,370-2957,SD,113,36.38,214,114,15.3,180,5,2.86,10.6,82,6.05,yes,134.5,1000376,1,0
0,138,415,no,2,0,329-6562,DC,87,28.99,170.5,116,10.05,118.2,7,3.02,11.2,111,8.46,no,187.9,1000377,1,0
0,79,408,no,1,0,363-3515,ND,123,34.97,205.7,108,18.23,214.5,18,1.81,6.7,106,10.17,no,226.1,1000378,1,0
1,95,415,yes,1,0,374-7787,MO,84,28.14,165.5,112,24.33,286.2,2,3.11,11.5,89,8.95,no,198.9,1000379,0,0
0,127,415,no,2,0,345-2931,KS,100,37.57,221,113,13.66,160.7,4,1.84,6.8,96,10.49,no,233.1,1000380,1,0
0,137,510,no,3,0,373-5732,SD,118,41.16,242.1,93,16.24,191,2,3.97,14.7,50,9.84,no,218.6,1000381,1,0
0,97,415,no,1,0,348-7437,OK,107,25.77,151.6,96,13.21,155.4,4,3.97,14.7,112,10.8,no,240,1000382,2,0
0,149,415,yes,0,0,332-9460,OR,87,29.95,176.2,81,12.33,145,4,1.54,5.7,92,11.23,no,249.5,1000383,0,0
0,117,415,yes,1,22,355-6531,IN,82,33.32,196,82,27.43,322.7,5,1,3.7,120,10.15,yes,225.6,1000384,1,0
0,84,408,no,2,0,336-9390,OH,125,27.12,159.5,90,21,247.1,4,1.94,7.2,82,8.46,no,187.9,1000385,1,0
0,137,415,no,4,0,346-8581,KS,113,39.13,230.2,79,18.73,220.4,7,2.89,10.7,111,9.21,no,204.7,1000386,0,0
0,99,415,no,3,0,363-8824,CT,64,24.94,146.7,99,23.29,274,1,2.4,8.9,98,14.46,no,321.3,1000387,1,0
0,54,510,no,1,0,353-3351,NH,102,35.79,210.5,83,17.38,204.5,5,2.3,8.5,53,5.75,no,127.8,1000388,1,0
0,85,415,no,1,0,360-4320,WI,95,17.34,102,139,22.97,270.2,3,2.89,10.7,105,6.67,no,148.2,1000389,1,0
0,150,510,no,3,0,417-6252,MS,99,21.42,126,73,20.27,238.5,6,2.75,10.2,100,12.83,no,285.1,1000390,1,0
0,43,415,no,1,0,393-4949,WV,125,28.63,168.4,89,20.72,243.8,2,3,11.1,102,9.66,no,214.7,1000391,1,0
0,35,415,no,0,0,401-3156,MA,129,17.95,105.6,129,21.95,258.2,3,2.35,8.7,77,9.59,no,213.1,1000392,0,0
0,98,415,no,5,0,338-6283,MD,92,35.11,206.5,152,14.98,176.2,5,3.35,12.4,115,10.48,no,232.8,1000393,1,0
0,112,510,no,2,0,352-9017,PA,76,36.91,217.1,100,17.44,205.2,3,2.54,9.4,91,8.36,no,185.7,1000394,1,0
1,16,510,no,0,0,405-5305,WI,78,39.03,229.6,108,17.48,205.7,2,2.92,10.8,91,7.48,no,166.2,1000395,1,0
